-124.000000, +32.000000
-124.000000, +33.000000
-124.000000, +34.000000
-124.000000, +35.000000
-124.000000, +36.000000
-124.000000, +37.000000
-124.000000, +38.000000
-124.000000, +39.000000
-124.000000, +40.000000
-124.000000, +41.000000
-123.000000, +32.000000
-123.000000, +33.000000
-123.000000, +34.000000
-123.000000, +35.000000
-123.000000, +36.000000
-123.000000, +37.000000
-123.000000, +38.000000
-123.000000, +39.000000
-123.000000, +40.000000
-123.000000, +41.000000
-122.000000, +32.000000
-122.000000, +33.000000
-122.000000, +34.000000
-122.000000, +35.000000
-122.000000, +36.000000
-122.000000, +37.000000
-122.000000, +38.000000
-122.000000, +39.000000
-122.000000, +40.000000
-122.000000, +41.000000
-121.000000, +32.000000
-121.000000, +33.000000
-121.000000, +34.000000
-121.000000, +35.000000
-121.000000, +36.000000
-121.000000, +37.000000
-121.000000, +38.000000
-121.000000, +39.000000
-121.000000, +40.000000
-121.000000, +41.000000
-120.000000, +32.000000
-120.000000, +33.000000
-120.000000, +34.000000
-120.000000, +35.000000
-120.000000, +36.000000
-120.000000, +37.000000
-120.000000, +38.000000
-120.000000, +39.000000
-120.000000, +40.000000
-120.000000, +41.000000
-119.000000, +32.000000
-119.000000, +33.000000
-119.000000, +34.000000
-119.000000, +35.000000
-119.000000, +36.000000
-119.000000, +37.000000
-119.000000, +38.000000
-119.000000, +39.000000
-119.000000, +40.000000
-119.000000, +41.000000
-118.000000, +32.000000
-118.000000, +33.000000
-118.000000, +34.000000
-118.000000, +35.000000
-118.000000, +36.000000
-118.000000, +37.000000
-118.000000, +38.000000
-118.000000, +39.000000
-118.000000, +40.000000
-118.000000, +41.000000
-117.000000, +32.000000
-117.000000, +33.000000
-117.000000, +34.000000
-117.000000, +35.000000
-117.000000, +36.000000
-117.000000, +37.000000
-117.000000, +38.000000
-117.000000, +39.000000
-117.000000, +40.000000
-117.000000, +41.000000
-116.000000, +32.000000
-116.000000, +33.000000
-116.000000, +34.000000
-116.000000, +35.000000
-116.000000, +36.000000
-116.000000, +37.000000
-116.000000, +38.000000
-116.000000, +39.000000
-116.000000, +40.000000
-116.000000, +41.000000
-115.000000, +32.000000
-115.000000, +33.000000
-115.000000, +34.000000
-115.000000, +35.000000
-115.000000, +36.000000
-115.000000, +37.000000
-115.000000, +38.000000
-115.000000, +39.000000
-115.000000, +40.000000
-115.000000, +41.000000
-114.000000, +32.000000
-114.000000, +33.000000
-114.000000, +34.000000
-114.000000, +35.000000
-114.000000, +36.000000
-114.000000, +37.000000
-114.000000, +38.000000
-114.000000, +39.000000
-114.000000, +40.000000
-114.000000, +41.000000
