+06.000000, +50.000000
+06.000000, +51.000000
+07.000000, +50.000000
+07.000000, +51.000000
+07.000000, +52.000000
+06.000000, +49.000000
+07.000000, +49.000000
+07.000000, +53.000000
+07.000000, +54.000000
+08.000000, +48.000000
+08.000000, +49.000000
+08.000000, +50.000000
+08.000000, +51.000000
+08.000000, +52.000000
+08.000000, +53.000000
+08.000000, +54.000000
+09.000000, +47.000000
+09.000000, +48.000000
+09.000000, +49.000000
+09.000000, +50.000000
+09.000000, +51.000000
+09.000000, +52.000000
+09.000000, +53.000000
+09.000000, +54.000000
+10.000000, +47.000000
+10.000000, +48.000000
+10.000000, +49.000000
+10.000000, +50.000000
+10.000000, +51.000000
+10.000000, +52.000000
+10.000000, +53.000000
+10.000000, +54.000000
+11.000000, +48.000000
+11.000000, +49.000000
+11.000000, +50.000000
+11.000000, +51.000000
+11.000000, +52.000000
+11.000000, +53.000000
+11.000000, +54.000000
+12.000000, +48.000000
+12.000000, +49.000000
+12.000000, +50.000000
+12.000000, +51.000000
+12.000000, +52.000000
+12.000000, +53.000000
+12.000000, +54.000000
+13.000000, +48.000000
+13.000000, +50.000000
+13.000000, +51.000000
+13.000000, +52.000000
+13.000000, +53.000000
+13.000000, +54.000000
+14.000000, +51.000000
+14.000000, +52.000000
