+11.000000, +36.000000
+11.000000, +37.000000
+11.000000, +38.000000
+11.000000, +39.000000
+11.000000, +40.000000
+11.000000, +41.000000
+11.000000, +42.000000
+12.000000, +36.000000
+12.000000, +37.000000
+12.000000, +38.000000
+12.000000, +39.000000
+12.000000, +40.000000
+12.000000, +41.000000
+12.000000, +42.000000
+13.000000, +36.000000
+13.000000, +37.000000
+13.000000, +38.000000
+13.000000, +39.000000
+13.000000, +40.000000
+13.000000, +41.000000
+13.000000, +42.000000
+14.000000, +36.000000
+14.000000, +37.000000
+14.000000, +38.000000
+14.000000, +39.000000
+14.000000, +40.000000
+14.000000, +41.000000
+14.000000, +42.000000
+15.000000, +36.000000
+15.000000, +37.000000
+15.000000, +38.000000
+15.000000, +39.000000
+15.000000, +40.000000
+15.000000, +41.000000
+15.000000, +42.000000
+16.000000, +36.000000
+16.000000, +37.000000
+16.000000, +38.000000
+16.000000, +39.000000
+16.000000, +40.000000
+16.000000, +41.000000
+16.000000, +42.000000
+17.000000, +36.000000
+17.000000, +37.000000
+17.000000, +38.000000
+17.000000, +39.000000
+17.000000, +40.000000
+17.000000, +41.000000
+17.000000, +42.000000
+18.000000, +36.000000
+18.000000, +37.000000
+18.000000, +38.000000
+18.000000, +39.000000
+18.000000, +40.000000
+18.000000, +41.000000
+18.000000, +42.000000
+10.000000, +43.000000
+11.000000, +43.000000
+12.000000, +43.000000
+13.000000, +43.000000
+14.000000, +43.000000
+07.000000, +44.000000
+07.000000, +45.000000
+07.000000, +46.000000
+07.000000, +47.000000
+08.000000, +44.000000
+08.000000, +45.000000
+08.000000, +46.000000
+08.000000, +47.000000
+09.000000, +44.000000
+09.000000, +45.000000
+09.000000, +46.000000
+09.000000, +47.000000
+10.000000, +44.000000
+10.000000, +45.000000
+10.000000, +46.000000
+10.000000, +47.000000
+11.000000, +44.000000
+11.000000, +45.000000
+11.000000, +46.000000
+11.000000, +47.000000
+12.000000, +44.000000
+12.000000, +45.000000
+12.000000, +46.000000
+12.000000, +47.000000
+08.000000, +38.000000
+08.000000, +39.000000
+08.000000, +40.000000
+08.000000, +41.000000
+08.000000, +42.000000
+08.000000, +43.000000
+09.000000, +38.000000
+09.000000, +39.000000
+09.000000, +40.000000
+09.000000, +41.000000
+09.000000, +42.000000
+09.000000, +43.000000
+10.000000, +38.000000
+10.000000, +39.000000
+10.000000, +40.000000
+10.000000, +41.000000
+10.000000, +42.000000
+10.000000, +43.000000
